,Unnamed: 0,name,text
10,10,Hanabiramochi,"['hanabiramochitypewagashiplac', 'originjapanmain', 'ingredientsmochi', 'miso', 'gyūhi', 'burdock', 'hanabiramochi', 'sweet', 'wagashi', 'usual', 'eaten', 'begin', 'year', 'hanabiramochi', 'also', 'serv', 'first', 'tea', 'ceremoni', 'new', 'year', 'content', 'origin', 'form', 'signific', 'symbol', 'see', 'also', 'refer', 'origin', 'edit', 'name', 'hanabiramochi', 'liter', 'mean', 'flower', 'petal', 'mochi', 'origin', 'form', 'hanabiramochi', 'hishihanabira', 'dessert', 'eaten', 'imperi', 'famili', 'special', 'event', 'coincid', 'begin', 'year', 'hanabiramochi', 'first', 'made', 'meiji', 'era', 'septemb', '1868', 'juli', '1912', 'familiar', 'new', 'year', 'wagashi', 'form', 'edit', 'exact', 'shape', 'hanabiramochi', 'strictli', 'defin', 'tradit', 'white', 'mochi', 'cover', 'flat', 'round', 'fold', 'form', 'semicircular', 'shape', 'must', 'pink', 'color', 'show', 'center', 'confect', 'fade', 'white', 'edg', 'unlik', 'daifuku', 'mochi', 'must', 'complet', 'seal', 'insid', 'center', 'hanabiramochi', 'layer', 'anko', 'sweet', 'bean', 'past', 'commonli', 'white', 'kind', 'made', 'sweeten', 'mung', 'bean', 'center', 'thin', 'strip', 'sweetli', 'flavour', 'gobo', 'burdock', 'protrud', 'mochi', 'side', 'signific', 'symbol', 'edit', 'element', 'hanabiramochi', 'signific', 'red', 'colour', 'show', 'white', 'mochi', 'appropri', 'celebr', 'new', 'year', 'also', 'evok', 'apricot', 'plum', 'ume', 'blossom', 'turn', 'repres', 'puriti', 'persever', 'renew', 'associ', 'new', 'year', 'gobo', 'repres', 'press', 'ayu', 'fish', 'exclus', 'east', 'asia', 'prayer', 'long', 'life']"
11,11,Higashi,"['type', 'wagashi', 'higashitypewagashiplac', 'originjapanmain', 'ingredientsusu', 'rice', 'flourvariationsgoshikiitō', 'bainiku', 'hakka', 'nikkei', 'shōga', 'yuzu', 'hakusansekkei', 'hanakazura', 'mugirakushizuka', 'nininsuzuka', 'rakugan', 'shigur', 'matsu', 'suiko', 'cookbook', 'higashi', 'media', 'higashi', 'higashi', '干菓子', '乾菓子', 'lit', 'dri', 'confectioneri', 'type', 'wagashi', 'contain', 'littl', 'moistur', 'thu', 'keep', 'rel', 'longer', 'kind', 'wagashi', 'overview', 'edit', 'higashi', 'contrast', 'namagashi', 'categori', 'wagashi', 'type', 'dri', 'consist', 'includ', 'rakugan', 'konpeitō', 'type', 'hard', 'candi', 'senbei', 'type', 'rice', 'cracker', 'arar', 'anoth', 'type', 'rice', 'cracker', 'though', 'rice', 'cracker', 'typic', 'savouri', 'thu', 'consid', 'wagashi', 'sweet', 'higashi', 'roughli', 'equival', 'western', 'cooki', 'biscuit', 'narrow', 'definit', 'higashi', 'may', 'confin', 'recip', 'one', 'kind', 'sugar', 'particular', 'sort', 'flour', 'addit', 'higashi', 'made', 'sole', 'sugar', 'flour', 'content', 'flour', 'use', 'higashi', 'usual', 'made', 'rice', 'mani', 'differ', 'varieti', 'flour', 'made', 'ingredi', 'like', 'azuki', 'soybean', 'green', 'pea', 'starch', 'often', 'use', 'higashi', 'made', 'wasanbon', 'premium', 'tradit', 'made', 'fine', 'grain', 'sugar', 'commonli', 'regard', 'finest', 'higashi', 'common', 'well', 'known', 'higashi', 'rakugan', 'definit', 'word', 'clarif', 'need', 'somewhat', 'vagu', 'sometim', 'suitabl', 'certain', 'type', 'wagashi', 'word', 'higashi', 'would', 'better', 'case', 'higashi', 'often', 'serv', 'tea', 'ceremoni', 'list', 'higashi', 'edit', 'goshikiitō', '五色糖', 'five', 'flavor', 'bainiku', 'pickl', 'plum', 'hakka', 'mint', 'nikkei', 'cinnamon', 'shōga', 'ginger', 'yuzu', 'citron', 'distinct', 'shape', 'hakusansekkei', '白山雪渓', 'hanakazura', '花かずら', 'mugirakushizuka', '麦らく静', 'nininsuzuka', '二人静', 'rakugan', 'shigur', 'matsu', '時雨の松', 'suiko', 'aka', 'pinkish', 'red', 'shiro', 'white', 'avail']"
12,12,Hishi,"['diamond', 'shape', 'mochi', 'consist', 'three', 'layer', 'hishi', 'mochitypewagashiplac', 'originjapanmain', 'ingredientsmochi', 'fruit', 'gardenia', 'jasminoid', 'water', 'caltrop', 'gnaphalium', 'affinehishi', 'mochi', 'ひしもち', 'symbol', 'sweet', 'associ', 'hinamatsuri', 'girl', 'day', 'festiv', 'coincid', 'calendar', 'date', 'xiuxi', 'sweet', 'diamond', 'shape', 'typic', 'form', 'three', 'layer', 'red', 'pink', 'white', 'green', 'mochi', 'top', 'bottom', 'depend', 'region', 'yellow', 'may', 'substitut', 'red', 'sweet', 'may', 'layer', 'instead', 'usual', 'present', 'hina', 'doll', 'shape', 'believ', 'origin', 'edo', 'period', 'represent', 'fertil', 'color', 'edit', 'red', 'mochi', 'deriv', 'fruit', 'gardenia', 'jasminoid', '山梔子', 'symbol', 'peach', 'flower', 'white', 'made', 'water', 'caltrop', 'hishi', 'repres', 'snow', 'cleans', 'effect', 'final', 'green', 'gnaphalium', 'affin', 'ハハコグサ', 'mugwort', 'like', 'kusa', 'mochi', 'believ', 'restor', 'improv', 'blood']"
13,13,Imagawayaki,"['taiwanes', 'dessert', 'imagawayakicoursesnackplac', 'originjapanregion', 'statejapan', 'taiwan', 'south', 'koreaserv', 'temperaturehotmain', 'ingredientsbatt', 'sweet', 'azuki', 'bean', 'past', 'media', 'imagawayaki', 'imagawayaki', '今川焼き', 'dessert', 'often', 'found', 'festiv', 'well', 'outsid', 'japan', 'countri', 'taiwan', 'south', 'korea', 'made', 'batter', 'special', 'pan', 'similar', 'waffl', 'iron', 'without', 'honeycomb', 'pattern', 'fill', 'sweet', 'azuki', 'bean', 'past', 'although', 'becom', 'increasingli', 'popular', 'use', 'wider', 'varieti', 'fill', 'vanilla', 'custard', 'differ', 'fruit', 'custard', 'preserv', 'curri', 'differ', 'meat', 'veget', 'fill', 'potato', 'mayonnais', 'imagawayaki', 'similar', 'dorayaki', 'latter', 'two', 'separ', 'pancak', 'sandwich', 'around', 'fill', 'cook', 'often', 'serv', 'cold', 'imagawayaki', 'first', 'sold', 'near', 'kanda', 'imagawabashi', 'bridg', 'era', '1772', '1781', 'edo', 'period', '1603', '1867', 'name', 'imagawayaki', 'origin', 'time', 'content', 'variou', 'name', 'store', 'compani', 'histor', 'inact', 'taiwan', 'south', 'korea', 'malaysia', 'philippin', 'see', 'also', 'refer', 'extern', 'link', 'variou', 'name', 'edit', 'imagawayaki', 'gozasōrō', 'prepar', 'store', 'sannomiya', 'kobe', 'japan', 'imagawayaki', 'known', 'variou', 'name', 'throughout', 'differ', 'era', 'name', 'also', 'vari', 'region', 'varieti', 'sold', 'certain', 'store', 'name', 'ōban', 'yaki', '大判焼き', 'kansai', 'region', 'kaiten', 'yaki', '回転焼き', 'kaiten', 'manjū', '回転饅頭', 'kansai', 'kyūshū', 'region', 'nijū', 'yaki', '二重焼き', 'koban', 'yaki', '小判焼き', 'gishi', 'yaki', '義士焼き', 'tomo', 'yaki', '巴焼き', 'taiko', 'yaki', '太鼓焼き', 'taiko', 'manjū', '太鼓饅頭', 'bunka', 'yaki', '文化焼き', 'taishō', 'yaki', '大正焼き', 'jiyū', 'yaki', '自由焼き', 'fūfu', 'manjū', '夫婦饅頭', 'man', 'フーマン', 'oyaki', 'おやき', 'aomori', 'prefectur', 'hokkaidō', 'differ', 'oyaki', 'nagano', 'prefectur', 'store', 'compani', 'edit', 'gozasōrō', '御座候', 'product', 'name', 'imagawayaki', 'produc', 'gozasōrō', 'inc', 'establish', '1950', 'himeji', 'mean', 'thank', 'purchas', 'archaic', 'style', 'higiri', 'yaki', 'ひぎりやき', 'product', 'name', 'imagawayakiproduc', 'sawai', 'honpo', 'inc', 'ehim', 'origin', 'higiri', 'jizō', 'near', 'matsuyama', 'station', 'jiman', 'yaki', '自慢焼き', 'product', 'name', 'imagawayaki', 'use', 'fuji', 'ice', 'shop', 'nagano', 'histor', 'inact', 'edit', 'fukkō', 'yaki', '復興焼き', 'reviv', 'yaki', 'song', 'occas', 'reviv', 'great', 'kantō', 'earthquak', '1923', 'mention', 'imagawayaki', 'renam', 'fukkōyaki', 'taiwan', 'edit', 'imagawayaki', 'introduc', 'taiwan', 'period', 'rule', 'taiwan', 'tradit', 'snack', 'taiwan', 'commonli', 'call', 'red', 'bean', 'azuki', 'cake', 'chines', '紅豆餅', 'pinyin', 'hóngdòu', 'bǐng', 'howev', 'older', 'gener', 'may', 'directli', 'use', 'term', 'taiko', 'manjū', '太鼓饅頭', 'greater', 'taipei', 'area', 'also', 'refer', 'wheel', 'cake', 'chines', '車輪餅', 'pinyin', 'chēlún', 'bǐng', 'south', 'korea', 'edit', 'imagawayaki', 'known', '오방떡', 'obang', 'tteok', '홍두병', '紅豆餅', 'hongdu', 'byeong', 'south', 'korea', 'malaysia', 'edit', 'imagawayaki', 'known', 'tokiwado', 'malaysia', 'philippin', 'edit', 'filipino', 'counterpart', 'local', 'known', 'cake', 'similar', 'imagawayaki', 'smaller', 'serv', 'size', 'usual', 'fill', 'chees', 'slice', 'inexpens', 'snack', 'commonli', 'found', 'sold', 'special', 'tricycl', 'cart', 'built', 'custom', 'made', 'circular', 'cook', 'mold', 'fill', 'also', 'avail', 'sweet', 'strawberri', 'chocol', 'savori', 'ham', 'chees', 'fill']"
14,14,Karinto,"['karintōtypesnack', 'foodplac', 'originjapanmain', 'ingredientsflour', 'yeast', 'brown', 'sugar', 'media', 'karintō', 'karintō', '花林糖', 'karintō', 'ateji', 'tradit', 'snack', 'food', 'sweet', 'deep', 'fri', 'made', 'primarili', 'flour', 'yeast', 'brown', 'sugar', 'deep', 'brown', 'pit', 'appear', 'take', 'form', 'bite', 'size', 'pillow', 'short', 'cylind', 'although', 'tradit', 'karintō', 'coat', 'brown', 'sugar', 'recent', 'variat', 'appear', 'market', 'white', 'sugar', 'sesam', 'seed', 'miso', 'peanut', 'popular', 'cultur', 'edit', 'apollo', 'justic', 'ace', 'attorney', 'phoenix', 'wright', 'ace', 'attorney', 'spirit', 'justic', 'polic', 'detect', 'forens', 'scientist', 'ema', 'skye', 'constantli', 'eat', 'karintō', 'duti', 'snack', 'local', 'chocol', 'flavor', 'snackoo', 'danganronpa', 'goodby', 'despair', 'karintō', 'state', 'one', 'fuyuhiko', 'kuzuryuu', 'favourit', 'food', 'gosick', 'kujo', 'give', 'karintō', 'victoriqu', 'comment', 'look', 'like', 'dog', 'fece', 'lycori', 'recoil', 'karintō', 'stapl', 'food', 'dorm', 'histori', 'edit', 'karintō', 'root', 'unclear', 'primari', 'origin', 'theori', 'either', 'around', 'nara', 'period', 'deriv', 'portugues', 'snack', 'later', 'period', 'either', 'case', 'avail', 'street', 'merchant', 'sinc', 'least', 'tenpō', 'era', 'roughli', '1830', '1841', 'cuisin', 'relat', 'articl', 'stub', 'help', 'wikipedia', 'expand', 'vte']"
15,15,Konpeito,"['sugar', 'candi', 'konpeitōkonpeitō', 'variou', 'colorstypeconfectioneryplac', 'originportugalmain', 'ingredientssugar', 'water', 'media', 'konpeitō', 'konpeitō', '金平糖', 'こんぺいとう', 'also', 'spell', 'kompeitō', 'type', 'sugar', 'candi', 'take', 'form', 'small', 'sphere', 'bumpi', 'surfac', 'come', 'varieti', 'color', 'flavor', 'content', 'etymolog', 'histori', 'product', 'use', 'popular', 'cultur', 'see', 'also', 'refer', 'etymolog', 'edit', 'word', 'konpeitō', 'come', 'portugues', 'word', 'confeito', 'comfit', 'type', 'sugar', 'candi', 'charact', '金平糖', 'lit', 'golden', 'flat', 'sugar', 'ateji', 'select', 'mostli', 'phonet', 'valu', 'also', 'written', '金米糖', '金餅糖', 'histori', 'edit', 'techniqu', 'produc', 'sugar', 'candi', 'introduc', 'japan', 'earli', '16th', 'centuri', 'portugues', 'trader', 'infrastructur', 'refin', 'technolog', 'sugar', 'yet', 'establish', 'japan', 'konpeitō', 'use', 'lot', 'sugar', 'rare', 'expens', 'result', '1569', 'luí', 'frói', 'portugues', 'missionari', 'present', 'glass', 'flask', 'konpeitō', 'oda', 'nobunaga', 'order', 'obtain', 'permit', 'mission', 'work', 'christian', 'meiji', 'period', 'konpeitō', 'alreadi', 'cultur', 'prescrib', 'one', 'standard', 'sweet', 'charact', 'sugar', 'plum', 'fairi', 'nutcrack', 'translat', 'konpeitō', 'sei', '金平糖の精', 'fairi', 'konpeitō', 'product', 'edit', 'konpeitō', 'usual', 'diamet', 'produc', 'repeatedli', 'coat', 'sugar', 'syrup', 'core', 'consist', 'grain', 'coars', 'sugar', 'origin', 'core', 'poppi', 'seed', 'process', 'somewhat', 'similar', 'dragé', 'process', 'except', 'candi', 'produc', 'ladl', 'sugar', 'syrup', 'rotat', 'slowli', 'larg', 'heat', 'gong', 'shape', 'tub', 'dora', 'grain', 'core', 'sugar', 'grow', 'cours', 'sever', 'day', 'continu', 'rotat', 'heat', 'applic', 'syrup', 'becom', 'ball', 'cover', 'tini', 'bulg', 'usual', 'take', 'day', 'make', 'konpeitō', 'still', 'craft', 'artisan', 'today', 'use', 'edit', 'konpeitō', 'ministri', 'defens', 'emerg', 'food', 'ration', 'tin', 'japan', 'ground', 'self', 'defens', 'forc', 'combat', 'ration', 'tin', 'contain', 'konpeito', 'candi', 'addit', 'hard', 'tack', 'bread', 'biscuit', 'food', 'item', 'candi', 'aid', 'calori', 'content', 'necessari', 'activ', 'also', 'help', 'promot', 'creation', 'saliva', 'make', 'easier', 'eat', 'dri', 'bread', 'accord', 'ministri', 'defens', 'specif', 'white', 'emerg', 'ration', 'bag', 'contain', '150g', 'small', 'dri', 'bread', 'white', 'red', 'yellow', 'green', 'standard', 'amount', '15g', 'put', 'bag', 'thought', 'provid', 'color', 'enjoy', 'konpeito', 'also', 'reduc', 'stress', 'would', 'experienc', 'time', 'disast', 'konpeito', 'often', 'use', 'celebr', 'marriag', 'childbirth', 'elabor', 'candi', 'box', 'call', 'bonbonnier', 'ボンボニエール', 'french', 'bonbonnièr', 'mean', 'candi', 'box', 'given', 'gift', 'prayer', 'shrine', 'templ', 'practic', 'give', 'bonbonnier', 'date', 'back', 'commemor', 'ceremoni', 'meiji', 'constitut', '1889', 'sinc', 'thought', 'symbol', 'good', 'luck', 'imperi', 'famili', 'use', 'onshino', 'konpeitō', 'offici', 'welcom', 'gift', 'continu', '130', 'year', 'popular', 'cultur', 'edit', 'star', 'bit', 'super', 'mario', 'galaxi', 'sequel', 'gratitud', 'crystal', 'star', 'fragment', 'legend', 'zelda', 'seri', 'star', 'fragment', 'anim', 'cross', 'well', 'minior', 'max', 'reviv', 'lesser', 'extent', 'reviv', 'cosmog', 'star', 'candi', 'pokémon', 'seri', 'exp', 'star', 'jelli', 'cooki', 'run', 'kingdom', 'base', 'candi', 'citat', 'need', 'susuwatari', 'studio', 'ghibli', 'film', 'spirit', 'away', 'also', 'shown', 'eat', 'konpeitō', 'super', 'mario', 'rpg', 'also', 'featur', 'attack', 'item', 'local', 'rock', 'candi', 'candi', 'also', 'featur', 'episod', 'children', 'anim', 'hamtaro', 'refer', 'diamond', 'sugar', 'english', 'dub']"
16,16,Kuzumochi,"['dish', 'kuzumochitypecakeplac', 'originjapanserv', 'temperaturecoldmain', 'ingredientsmochi', 'kuzuko', 'tokyo', 'style', 'kuzumochi', '久寿餅', 'kuzumochi', '久寿餅', 'term', 'refer', 'either', 'mochi', 'cake', 'made', 'kuzuko', 'mochi', 'cake', 'made', 'lactobacillal', 'ferment', 'wheat', 'starch', '久寿餅', 'special', 'dish', 'local', 'certain', 'ward', 'tokyo', 'serv', 'chill', 'top', 'kuromitsu', 'kinako', 'add', 'water', 'sugar', 'kuzu', 'powder', 'cook', 'slow', 'flame', 'stir', 'continu', 'till', 'thicken', 'becom', 'transpar', 'also', 'becom', 'elast', 'touch', 'transpar', 'appear', 'give', 'cool', 'impress', 'often', 'eaten', 'especi', 'summer']"
17,17,Manju,"['use', 'see', 'manju', 'manjūtypewagashiplac', 'originjapanregion', 'stateeast', 'asiamain', 'ingredientsflour', 'rice', 'powder', 'buckwheat', 'red', 'bean', 'past', 'media', 'manjū', 'manjū', 'まんじゅう', 'tradit', 'confect', 'mani', 'varieti', 'manjū', 'outsid', 'made', 'flour', 'rice', 'powder', 'kudzu', 'buckwheat', 'fill', 'anko', 'red', 'bean', 'past', 'usual', 'made', 'boil', 'adzuki', 'bean', 'sugar', 'manjū', 'sometim', 'made', 'fill', 'chestnut', 'jam', 'hawaii', 'one', 'find', 'okinawan', 'manjū', 'made', 'fill', 'purpl', 'sweet', 'potato', 'butter', 'milk', 'sugar', 'salt', 'common', 'fill', 'bean', 'past', 'sever', 'varieti', 'includ', 'koshian', 'tsubuan', 'tsubushian', 'content', 'histori', 'varieti', 'see', 'also', 'refer', 'extern', 'link', 'histori', 'edit', 'manju', 'tradit', 'flour', 'base', 'pastri', 'instead', 'rice', 'base', 'like', 'mochi', 'origin', 'china', 'name', 'mantou', 'chines', 'becam', 'known', 'manjū', 'came', 'japan', '1341', 'envoy', 'came', 'back', 'china', 'brought', 'back', 'mantou', 'start', 'sell', 'nara', 'manjū', 'said', 'origin', 'manjū', 'sinc', 'eaten', 'nearli', '700', 'year', 'peopl', 'found', 'mani', 'sweet', 'shop', 'low', 'price', 'reason', 'popular', 'varieti', 'edit', 'mizu', 'manjū', '水饅頭', 'usukawa', 'manjū', '薄皮饅頭', 'myriad', 'varieti', 'manjū', 'common', 'other', 'matcha', 'green', 'tea', 'manjū', 'one', 'common', 'case', 'outsid', 'manjū', 'green', 'tea', 'flavor', 'color', 'green', 'mizu', 'water', 'manjū', 'tradit', 'eaten', 'summertim', 'contain', 'flavor', 'bean', 'fill', 'exterior', 'mizu', 'manjū', 'made', 'kuzu', 'starch', 'give', 'dough', 'transluc', 'jelli', 'like', 'appear', 'also', 'manjū', 'differ', 'flavor', 'fill', 'orang', 'flavor', 'cream', 'case', 'mani', 'food', 'part', 'japan', 'one', 'find', 'manjū', 'uniqu', 'region', 'mapl', 'leaf', 'shape', 'momiji', 'manjū', 'hiroshima', 'miyajima', 'region', 'varieti', 'saitama', 'prefectur', 'call', 'jumangoku', 'manjū']"
18,18,Mizuame,"['starch', 'base', 'sweeten', 'mizuametypesweetenerplac', 'originjapanmain', 'ingredientsglutin', 'rice', 'malt', 'potato', 'media', 'mizuam', 'mizuam', 'liter', 'water', 'candi', 'also', 'known', 'millet', 'jelli', 'sweeten', 'japan', 'clear', 'thick', 'sticki', 'liquid', 'made', 'convert', 'starch', 'sugar', 'mizuam', 'wagashi', 'give', 'sheen', 'eaten', 'way', 'similar', 'honey', 'main', 'ingredi', 'sweet', 'mizuam', 'produc', 'similar', 'fashion', 'corn', 'syrup', 'similar', 'tast', 'two', 'method', 'use', 'convert', 'starch', 'sugar', 'tradit', 'method', 'take', 'glutin', 'rice', 'mix', 'malt', 'let', 'natur', 'enzymat', 'process', 'take', 'place', 'convert', 'starch', 'syrup', 'consist', 'mainli', 'maltos', 'second', 'common', 'method', 'acid', 'hydrolysi', 'potato', 'starch', 'sweet', 'potato', 'starch', 'acid', 'hydrochlor', 'sulfur', 'nitric', 'acid', 'make', 'glucos', 'syrup', 'done', 'first', 'method', 'final', 'product', 'known', 'mugi', 'mizuam', '麦水飴', 'consid', 'flavor', 'acid', 'version']"
19,19,Monaka,"['confect', 'monakatypewagashiplac', 'originjapanmain', 'ingredientsmochi', 'azuki', 'bean', 'past', 'media', 'monaka', 'monaka', 'sweet', 'made', 'azuki', 'bean', 'past', 'sandwich', 'two', 'thin', 'crisp', 'wafer', 'made', 'mochi', 'wafer', 'shape', 'squar', 'triangl', 'may', 'shape', 'like', 'cherri', 'blossom', 'chrysanthemum', 'azuki', 'bean', 'past', 'fill', 'monaka', 'contain', 'sesam', 'seed', 'chestnut', 'rice', 'cake', 'mochi', 'modern', 'monaka', 'ice', 'cream', 'fill', 'instead', 'azuki', 'bean', 'past', 'choco', 'monaka', 'jumbo', 'ice', 'cream', 'product', 'made', 'ice', 'cream', 'chocol', 'fill', 'insid', 'tradit', 'mochi', 'wafer', 'creat', '1972', 'produc', 'morinaga', 'monaka', 'type', 'dessert', 'wagashi', 'serv', 'tea', 'still', 'mani', 'famou', 'monaka', 'specialti', 'store', 'japan']"
